328.0,7.0
337.611111111,7.0
7.0,6.5
38.5,4.5
91.0,7.5
55.5,10.5
65.5,9.0
402.0,11.5
293.0,16.5
183.5,16.0
374.0,20.5
399.0,22.5
383.5,23.5
73.0,26.0
361.0,25.0
423.5,26.5
46.0,28.0
127.0,29.5
404.0,28.0
69.0,35.5
421.0,36.0
35.0,36.5
161.5,35.5
369.5,36.0
383.0,37.0
118.0,36.0
8.0,41.5
128.0,40.5
272.0,41.5
429.5,46.5
149.5,43.5
182.5,44.5
288.0,46.5
411.0,45.5
165.0,46.5
401.0,42.0
157.5,48.0
195.0,50.0
347.0,48.0
351.5,47.0
111.0,47.5
339.0,50.5
390.0,49.5
286.0,53.0
372.5,51.5
52.5,54.0
377.0,58.5
326.5,52.5
396.0,57.0
419.5,60.0
405.5,67.0
13.5,59.5
52.0,64.5
383.5,65.5
34.5,71.5
63.0,66.5
12.0,72.0
428.0,67.5
179.5,70.5
298.5,70.0
437.5,70.0
4.5,72.0
424.0,76.0
303.0,76.0
162.5,84.5
336.0,82.5
432.5,85.0
11.5,87.5
393.5,88.5
40.5,95.0
317.5,101.5
394.5,104.0
44.0,107.0
362.5,103.5
387.0,107.0
425.5,119.5
118.5,125.0
446.0,123.0
128.0,126.0
7.0,132.5
282.5,137.5
327.5,144.5
421.0,148.5
73.5,142.5
99.5,155.0
214.5,156.5
259.5,157.5
112.0,157.0
148.5,161.5
405.0,162.0
266.0,165.5
442.5,163.0
421.5,166.5
25.5,177.0
357.0,182.5
71.0,183.0
273.5,183.5
412.5,193.0
396.5,197.0
432.5,195.5
440.0,201.0
405.5,200.0
422.0,201.0
291.5,201.0
395.0,207.5
429.5,209.5
379.0,209.5
408.0,209.5
420.5,209.0
411.0,215.0
391.0,217.0
399.0,217.0
435.0,221.0
427.5,221.0
419.5,220.0
334.0,228.0
413.5,226.0
392.0,228.5
307.5,229.5
146.0,227.5
429.5,232.5
331.5,231.0
398.5,232.5
385.5,237.0
74.0,241.0
316.0,233.5
414.5,239.5
332.0,241.0
424.0,240.5
353.5,243.0
393.0,244.5
81.5,247.5
326.0,249.5
405.0,255.5
111.5,258.0
375.5,258.5
440.0,262.0
400.0,265.5
441.5,274.0
134.5,275.5
420.5,275.5
430.5,275.5
354.0,275.0
217.5,285.5
362.5,285.5
353.0,285.5
430.5,287.0
93.0,288.0
410.0,286.5
338.5,286.0
384.0,293.0
242.5,299.0
343.0,301.0
359.5,295.0
333.0,299.5
226.0,303.0
356.0,307.5
364.0,299.0
313.0,303.5
420.5,302.5
373.0,305.0
387.5,310.5
246.0,308.0
290.0,307.0
306.5,307.0
256.0,312.0
226.0,313.0
238.0,315.5
310.0,318.0
251.5,318.0
423.5,319.5
298.0,322.0
250.0,323.5
181.5,327.0
432.5,325.5
306.0,328.0
361.0,324.5
172.0,330.0
236.0,329.0
279.0,333.0
385.0,330.5
303.0,335.5
391.0,331.0
314.0,333.0
375.5,335.5
26.0,335.5
263.0,345.0
184.5,348.0
239.0,349.5
302.0,347.5
391.0,347.5
253.5,347.5
152.0,352.5
311.0,350.0
399.0,353.0
147.0,357.5
292.0,353.0
215.0,354.5
350.0,359.5
199.0,355.5
136.5,362.5
179.5,362.5
207.0,367.0
251.0,365.0
195.0,368.5
361.0,365.0
232.0,362.0
310.5,371.0
219.0,372.0
363.0,373.0
438.5,367.5
320.5,368.0
419.0,375.5
175.0,375.0
186.5,373.5
349.5,378.5
234.5,381.5
428.5,380.0
196.0,379.0
441.5,382.0
187.0,382.0
344.5,382.5
211.5,381.5
126.5,384.0
179.5,381.5
175.5,388.0
333.5,376.5
199.5,388.0
264.5,385.0
367.0,390.0
433.0,389.0
217.5,391.0
229.5,391.5
272.0,391.0
299.5,392.0
168.0,392.5
186.5,395.5
383.0,389.5
123.5,391.5
260.0,396.0
321.5,395.5
412.0,394.0
211.0,396.5
294.5,401.0
279.5,403.0
250.5,400.5
155.0,404.0
207.5,406.5
435.0,404.0
264.5,402.0
221.0,406.5
249.5,408.0
289.0,406.5
181.0,407.0
240.0,408.5
262.5,414.0
152.0,413.0
169.5,408.0
283.5,413.0
352.5,411.0
399.5,410.0
339.0,407.5
332.0,407.5
321.0,413.0
184.0,415.5
332.0,423.0
387.5,415.5
420.0,416.0
290.0,417.0
404.5,419.0
216.5,421.0
281.0,426.0
131.0,422.5
240.0,423.5
173.0,427.0
413.5,426.5
148.0,423.5
343.5,426.5
296.5,428.0
308.0,428.0
395.0,429.5
129.0,431.0
269.0,430.0
220.5,428.0
358.0,430.5
298.0,436.5
382.0,436.0
345.0,435.0
130.5,436.5
185.5,431.5
213.0,436.5
176.0,439.5
186.0,443.0
340.5,441.0
393.5,438.5
102.5,443.5
